-,-,-
126,-458,641
101,-421,713
138,-418,724
158,-429,719
175,-410,672
170,-392,674
177,-409,633
179,-421,598
180,-417,556
178,-392,532
192,-432,485
239,-416,414
141,-239,468
150,-210,459
123,-98,500
140,-20,559
215,50,610
289,70,640
317,106,674
322,174,727
348,242,759
375,314,813
418,352,898
281,390,909
272,403,898
248,411,898
203,494,949
229,526,994
248,559,1102
349,564,1184
382,580,1222
363,591,1284
356,546,1314
356,515,1363
377,459,1384
394,426,1417
413,423,1465
466,383,1473
461,346,1528
499,296,1554
550,204,1589
625,138,1614
490,62,1680
697,0,1639
734,-36,1697
685,-102,1673
666,-229,1623
650,-182,1604
664,-234,1598
669,-271,1586
678,-343,1531
677,-409,1488
670,-449,1442
700,-531,1369
672,-605,1304
628,-625,1242
581,-636,1164
537,-657,1119
517,-672,1078
496,-651,1036
455,-647,986
421,-629,972
402,-649,927
352,-655,883
317,-675,841
309,-678,817
308,-671,798
277,-646,759
267,-630,712
268,-650,659
267,-609,636
256,-496,645
306,-431,598
250,-409,586
257,-332,572
243,-217,604
275,-90,610
266,10,613
252,52,620
245,164,660


-,-,-
122,-404,475
191,-433,552
126,-449,545
143,-495,518
211,-549,520
261,-522,542
309,-477,516
312,-290,536
291,-333,441
185,-220,442
120,30,498
104,147,546
180,117,558
263,84,588
296,98,624
290,151,646
364,227,695
198,304,732
187,381,738
163,450,768
147,510,802
141,541,833
142,591,873
145,610,902
126,638,972
108,652,1000
114,666,1049
160,652,1124
219,625,1187
229,602,1258
246,562,1298
281,487,1366
309,457,1451
318,456,1535
406,446,1542
406,401,1612
481,371,1667
284,254,1557
338,166,1625
405,180,1669
406,77,1661
412,-28,1662
436,-42,1673
510,-145,1672
551,-233,1676
563,-309,1638
592,-375,1589
628,-402,1565
694,-462,1510
699,-522,1458
653,-573,1393
633,-609,1341
637,-607,1325
647,-582,1316
644,-558,1281
614,-553,1218
577,-581,1118
472,-564,1072
428,-531,1048
411,-525,1005
378,-515,965
345,-516,914
320,-553,859
282,-618,770
251,-660,702
231,-659,655
239,-639,608
208,-563,578
186,-488,530
171,-377,519
184,-308,488
133,-181,483
103,-101,467
77,-38,499


-,-,-
158,-665,484
213,-502,577
135,-376,624
140,-315,597
187,-356,587
243,-406,566
280,-450,551
308,-425,561
318,-232,522
236,-296,511
165,-177,497
143,-65,488
128,30,519
148,76,536
185,117,559
205,171,600
238,194,645
238,277,690
245,290,733
241,319,761
238,340,775
231,359,812
261,369,814
244,412,832
197,457,871
141,469,918
142,501,982
438,516,1120
244,409,1156
306,333,1156
366,270,1203
351,339,1274
401,392,1366
387,397,1430
435,332,1474
450,317,1511
473,305,1536
487,275,1597
520,183,1600
523,142,1626
514,116,1641
564,68,1680
593,38,1721
596,-10,1720
617,-44,1718
627,-106,1701
634,-169,1676
645,-228,1667
648,-273,1630
656,-369,1589
674,-465,1518
664,-484,1483
675,-494,1443
700,-540,1408
705,-650,1342
674,-724,1284
655,-728,1243
629,-729,1186
569,-729,1155
526,-728,1095
488,-751,1023
446,-778,954
428,-813,909
426,-846,854
415,-873,800
390,-846,753
353,-829,706
351,-846,658
306,-746,630
252,-586,610
255,-637,488
227,-709,410
169,-671,350
140,-539,369
166,-347,390
142,-202,424
128,-66,426


-,-,-
173,-424,756
264,-443,680
180,-526,679
181,-624,632
186,-487,597
200,-460,562
209,-420,521
227,-468,447
258,-529,419
200,-450,395
179,-394,368
167,-268,380
153,-85,434
180,79,460
222,143,502
235,187,523
212,179,537
192,139,552
219,173,585
289,243,658
315,323,762
245,415,818
239,436,808
232,423,823
227,415,864
223,461,938
253,491,1058
321,549,1155
355,612,1271
371,562,1313
405,520,1373
447,472,1385
490,428,1451
521,399,1504
519,417,1543
505,400,1583
570,365,1619
627,364,1662
498,303,1673
684,211,1661
673,170,1668
651,133,1662
669,30,1672
677,-44,1678
711,-80,1669
754,-148,1658
692,-203,1633
772,-300,1586
744,-363,1544
726,-439,1374
702,-499,1457
698,-524,1422
678,-512,1383
654,-522,1343
655,-608,1294
610,-656,1222
582,-704,1152
567,-740,1091
518,-751,1060
467,-761,1016
433,-776,965
397,-820,898
345,-838,821
292,-862,769
260,-839,718
247,-750,674
252,-723,602
228,-723,566
210,-693,538
238,-633,524
248,-557,550
297,-413,613


-,-,-
305,-548,878
367,-512,721
325,-528,720
305,-488,639
282,-503,544
150,-546,399
22,-483,388
18,-389,391
38,-260,433
89,-152,520
131,-80,542
232,-111,564
292,-108,592
303,-20,589
258,42,577
208,97,561
191,122,552
185,183,579
169,244,630
239,335,663
251,463,729
297,492,819
349,439,842
363,393,841
349,371,879
288,394,895
212,390,920
218,424,1016
333,479,1098
167,510,1165
236,534,1263
339,488,1379
439,452,1459
516,415,1540
572,376,1632
624,299,1686
625,299,1745
596,307,1727
554,242,1699
637,159,1719
630,88,1699
664,81,1700
713,-37,1700
777,-163,1697
792,-190,1718
859,-271,1687
893,-328,1656
897,-369,1585
876,-424,1518
842,-455,1458
802,-455,1411
779,-466,1374
757,-500,1342
764,-527,1297
735,-519,1264
708,-564,1209
633,-637,1133
578,-625,1109
574,-597,1087
565,-618,1032
